verse_no	luc_bat	qn_verse	nom_text
320	8	Phải người hôm nọ rõ ràng chẳng nhe?	沛㝵腤怒𤑟𤉜庄而
321	6	Sượng sùng giữ ý rụt rè,	𠶤𠼾󰇾意突提
322	8	Kẻ nhìn rõ mặt người e cúi đầu.	几𥚆𤑟󰘚㝵𠵱𨆝頭
323	6	"Rằng: ""Từ ngẫu nhĩ gặp nhau,"	浪自偶尔扱饒
324	8	“ĐẮM trông trộm nhớ BÂY lâu đã chồn.	耽𬂙濫女碑𥹰㐌𤶐
325	6	“Xương mai tính đã RÒN mòn,	昌枚併㐌輸󰍹
326	8	“Lần lừa ai biết LẠI còn hôm nay.	吝𩢬埃別吏群暗󰅒
327	8	“ NĂM tròn như gởi cung mây,	𠄼𧷺如改宫𫡮
328	8	"""Trần trần một phận ấp cây đã liều."	陳陳𠬠分挹核㐌料
329	6	"""Tiện đây xin một hai điều,"	便抵嗔𠬠𠄩調
330	8	"""Đài gương soi đến dấu bèo cho chăng?"""	臺𦎛𤐝旦𨁪䕯朱庄
331	6	Ngần ngừ nàng mới thưa rằng:	銀馭娘買䜹浪
332	8	"""Thói nhà băng tuyết chất hằng phỉ phong."	𫗁茹氷雪質恒菲葑
333	6	"""Dầu khi lá thắm chỉ hồng,"	油欺𦲿審𥿗紅
334	8	"""Nên chăng thì cũng tại lòng mẹ cha."	𢧚庒時拱在𢚸媄吒
335	6	"""Nặng lòng xót liễu vì hoa,"	𥘀𢚸㤕柳爲花
336	8	“Trẻ CON đã biết đâu mà dám thưa!”	𥘷昆㐌別󰠲麻敢䜹
337	6	"Sinh rằng: ""Rày gió mai mưa,"	生浪𣈙󰊄枚湄
338	8	"""Ngày xuân đã dễ tình cờ mấy khi."	𣈜春㐌易情期󰋇欺
339	6	"""Dầu chăng xét tấm tình si,"	油庄察𬌓情痴
340	8	"""Thiệt đây mà có ích gì đến ai?"	舌低麻固益之旦埃
341	6	“Chút chi NHẮN bó một hai,	𡭧之𠴍咘𠬠𠄩
342	8	"""Cho đành rồi sẽ liệu bài mối manh."	朱停耒仕料排䋦萌
343	6	"""Khuôn thiêng dầu phụ tấc thành,"	悃𤍌油負𡬷誠
344	8	"""Cũng liều bỏ quá xuân xanh một đời."	拱料補过春撑𠬠𠁀
345	6	"""Lượng xuân dầu quyết hẹp hòi,"	量春油决狹囘
346	8	"""Công đeo đuổi chẳng thiệt thòi lắm ru!"""	功刁󱁲庄舌催禀由
347	6	LẶNG nghe lời nói như RU,	朗𦖑𠳒呐如油
348	8	Chiều xuân dễ khiến nét thu ngại ngùng.	朝春易遣󰞺秋𪿒顒
349	8	Rằng: “ KHI buổi mới lạ lùng,	浪欺𣇜買𨔍𨓡
350	8	"""Nể lòng có lẽ cầm lòng cho đang."	𠰚𢚸固󰠋扲𢚸朱登
351	6	"""Đã lòng quân tử đa mang,"	㐌𢚸君子多恾
352	8	"""Một lời vâng tạc đá vàng thuỷ chung""."	𠬠𠳒𠳐𮢶𥒥鐄始終
353	6	Được lời như cổi tấm lòng,	特𠳒如𪭯𬌓𢚸
354	8	GIỞ kim CHÂU với khăn hồng trao tay.	󰇾金珠買巾紅𢭂𢬣
355	6	"Rằng: ""Trăm năm cũng từ đây,"	浪𤾓𠄼拱自低
356	8	"""Của tin gọi một chút này làm ghi."""	𧵑信噲𠬠𪨀尼爫𥱬
357	6	Sẵn ta bả quạt hoa quì,	産𢬣把撅花葵
358	8	Với cành thoa ấy tức thì đổi trao.	貝梗釵意即時𢬭𢭂
359	6	Một lời VỪA GẮN tất giao,	𠬠𠳒皮哏漆膠
360	8	Mé sau dường có xôn xao tiếng người.	𠃅娄羕固𠮿嗃㗂㝵
361	6	Vội vàng lá rụng hoa rơi,	倍傍𦲿𣳔花淶
362	8	Chàng về THƯ VIỆN nàng rời lầu trang.	払󰡲书院娘移楼粧
363	6	Từ phen đá biết tuổi vàng,	自畨𥒥别歲鐄
364	8	Tình càng thấm thía lòng càng ngẩn ngơ.	情強滲𤀏𢚸強謹魚
365	6	Sông Tương một dải nông sờ,	滝湘𠬠𦄂農𣻄
366	8	Bên trông đầu nọ bên chờ cuối KIA .	边𬂙頭怒边除𡳳其
367	6	Một tường tuyết chở sương che,	𠬠墻雪渚霜𩂏
368	8	Tin xuân đâu dễ đi về cho năng.	信春󰠲易𠫾󰡲朱能
369	6	Lần lần ngày gió đêm trăng,	吝吝𣈜󰊄店𦝄
370	8	Thưa hồng rậm lục đã chừng xuân qua.	䜹紅葚錄㐌澄春戈
371	6	Ngày vừa sinh nhật ngoại gia,	𣈜皮生日外家
372	8	Trên hai đường dưới nữa là hai em.	𨕭𠄩堂󰡎女󰑼𠄩㛪
373	8	Tưng bừng sắm ÁO SỬA xiêm ,	熷𤇊懺襖所襜
374	8	Biện dâng một lễ xa ĐEM tấc thành.	卞𤼸𠬠礼賒󰠐𡬷誠
375	6	Nhà HƯƠNG thanh vắng một mình,	茹香清永𠬠𠇮
376	8	Gẫm cơ hội ngộ đã dành CÓ NAY .	𡄎机会遇㐌停固尼
377	6	Thì trân thức thức sẵn bày,	時珍式式産排
378	8	Gót sen thoắt thoắt dạo ngay mé tường.	𨃴蓮率率𬧖𣦍𠃅墙
379	6	Cách hoa sẽ dặng tiếng vàng,	隔花仕𠱆㗂鐄
380	8	Dưới hoa THẤY ĐÃ có chàng đứng trông.	󰡎花体㐌固払𨅸𬂙
381	6	“Trách lòng hờ hững BẤY lòng,	責𢚸哬𠾿闭𢚸
382	8	“Lửa hương chốc để lạnh lùng BẤY LÂU .	焒香祝底冷𫥌闭𥹰
383	6	"""Những là đắp nhớ đổi sầu,"	仍󰑼㙮汝対愁
384	8	“Tuyết sương nhuốm nửa MÁI đầu hoa râm.”	雪霜染姅買頭花森
385	6	"Nàng rằng: ""Gió bắt mưa cầm,"	娘浪󰊄扒湄扲
386	8	"""Đã cam tệ với tri âm bấy chầy."	㐌甘弊貝知音闭迡
387	6	"""Vắng nhà được buổi hôm nay,"	永茹特𣇜歆󰅒
388	8	“Lấy lòng gọi chat ra NƠI tạ lòng!”	𥙩𢚸哙𡭧𫥨尼謝𢚸
389	6	Lần theo núi giả đi vòng,	吝蹺𡶀假𠫾妄
390	8	Cuối tường dường có nẻo thông mới rào.	𡳳墻羕固裊通買摷
391	6	Xắn ngang mở MẶT động đào,	趂昂𨷑󰘚洞桃
392	8	Rẽ mây trông RÕ lối vào Thiên- thai.	枝𫡮𬂙𤑟𰦫𠓨天台
393	6	Mặt NHÌN mặt càng thêm tươi,	󰘚認󰘚強添鮮
394	8	Bên LỜI vạn phúc bên lời hàn huyên.	边𠳒萬福边𡗶寒喧
395	6	Sánh vai về chốn thư hiên,	聘󰒺𧗱准書軒
396	8	NGÂM lời phong nguyệt nặng nguyền non sông.	吟𠳒風月𥘀願𡽫滝
397	6	Trên yên bút giá THI đồng,	𨕭案笔架待筒
398	8	ĐẠM THANH một bức tranh tùng treo trên.	湥情𠬠幅幀松撩蓮
399	6	Phong sương được vẻ thiên nhiên,	󰘩霜特𨤔天然
400	8	PHỤC khen nét bút càng nhìn càng tươi.	󰣝𠸦湿笔強𥚆強鮮
401	6	Sinh rằng: “Phác hoạ MỚI rồi,	生浪扑畫買耒
402	8	"""Phẩm đề xin một vài lời thêm hoa."""	品題嗔𠬠𠄽𠳒添花
403	6	Tay tiên gió táp mưa sa,	𢬣仙󰊄匝湄沙
404	8	Khoảng trên dừng bút thảo và bốn câu.	壙𨕭停笔草𬏓𦊚勾
405	6	"Khen: ""Tài nhả ngọc phun châu,"	𠸦才吔玉噴珠
406	8	"""Nàng Ban ả Tạ cũng đâu thế này."	娘班妸謝拱󰠲世尼
407	6	“Kiếp tu xưa ví CHỬA dày,	刼修初󰂇渚𠫅
408	8	“Phúc nào ĐỔI được giá này cho ngang!”	福芇𢬭時價尼朱昂
409	6	"Nàng rằng: ""Trộm liếc dung quang,"	娘浪滥𥉬容光
410	8	"""Chẳng sân Ngọc bội thì phường Kim môn."	𫽄𡑝玉佩時坊金门
411	6	"""Nghĩ mình phận mỏng cánh chuồn,"	𢪀𠇮分蒙𦑃𧋃
412	8	"""Khuôn xanh biết có vuông tròn mà hay?"	囷撑別固󰉓𧷺麻咍
413	6	"""Nhớ từ năm hãy thơ ngây,"	𢖵自𫷜唉䜹𬏝
414	8	"""Có người tướng sĩ đoán ngay một lời:"	固𠊛相士断𣦍𠬠𠳒
415	6	"""Anh hoa phát tiết ra ngoài,"	𮎦󰡛發泄𦋦外
416	8	"""Nghìn thu bạc mệnh một đời tài hoa."	𠦳秋溥𠇮𠬠𠁀才󰡛
417	6	“Trông người lại NGẮM vào ta,	𬂙㝵吏𥋴𠓨些
418	8	"""Một dày một mỏng biết là có nên?"""	𠬠𠫅𠬠蒙別󰑼固𢧚
419	6	"Sinh rằng: ""Giải cấu là duyên,"	生浪邂逅󰑼緣
420	8	"""Xưa nay nhân định thắng thiên cũng nhiều."	初󰅒人定勝天拱𡗉
421	8	“ VÍ DÙ giải kết đến điều,	󰂇油觧結旦調
422	8	“Thì ĐEM vàng đá mà liều với thân!”	時󰠐鐄𥒥麻料貝身
423	6	Đủ điều trung khúc ân cần,	䚂調衷曲慇懃
424	8	Lòng xuân phới phới chén xuân tàng tàng.	𢚸春派藏󱋓春藏派
425	6	Ngày vui VẮN chẳng đầy gang,	𣈜盃𥐆𫽄𠫅𡱸
426	8	Trông ra ác đã ngậm gương non đoài.	𬂙𦋦鵶㐌吟𦎛𡽫兑
427	6	Vắng nhà chẳng tiện ngồi dai,	昹茹󰝸便𡎢佳
428	8	Giã chàng, nàng mới kíp dời song sa.	啫払娘買急移蔥紗
429	6	Đến nhà vừa thấy tin nhà,	旦茹皮体信茹
430	8	Hai thân còn dở tiệc hoa chưa về.	𠄩親群󰇥席花渚𧗱
431	6	Cửa ngoài vội rủ rèm the,	𫔳外倍𢷀𦆆絁
432	8	Xăm xăm băng lối vườn khuya một mình.	侵侵氷󰖁園𣅘𠬠𠇮
433	6	Nhặt thưa gương GIỌI đầu cành,	日䜹𦎛桧頭梗
434	8	Ngọn đèn trông SUỐT trướng huỳnh hắt hiu.	𦰟畑󰛎卒帳萤吃囂
435	6	Sinh vừa tựa án thiu thiu.	生皮𢭸案燒燒
436	8	Giở chiều như tỉnh giở chiều như mê.	󰇥朝如醒󰇥朝如迷
437	6	Tiếng sen sẽ động giấc hoè,	㗂蓮仕動聀槐
438	8	Bóng trăng đã TRỞ hoa lê lại gần.	䏾𦝄㐌𧿨花棃吏𧵆
439	6	Bâng khuâng đỉnh Giáp non thần,	氷傾嵿莢𡽫神
440	8	Còn ngờ giấc mộng đêm xuân mơ màng.	群𢪀聀梦店春𢠩恾
441	6	"Nàng rằng: ""Khoảng vắng đêm trường,"	娘浪曠永店長
442	8	“Vì hoa CHO phải DÒ đường tìm hoa.	爲花朱沛杜塘尋花
443	6	“Bây giờ TỎ mặt đôi ta,	悲除訴󰘚堆些
444	8	"""Biết đâu rồi nữa chẳng là chiêm bao?"""	別󰠲耒女庄󰑼占包
445	6	Vội mừng làm lễ rước vào,	倍𢜠爫礼逴𠓨
446	8	Đài sen nối sáp song đào thêm hương.	臺蓮浽蠟蔥桃添香
447	6	Tiên thề CÙNG TRÓT một chương,	箋誓拱律𠬠章
448	8	Tóc mây một món dao vàng MỘT đôi.	𩯀𫡮𠬠們刀鐄𠬠堆
449	6	Vầng trăng vặc vặc giữa trời,	暈𦝄𠒬𠒬𡧲𡗶
450	8	Đinh ninh hai MẶT một lời song song.	丁寧𠄩󰘚𠬠𠳒双双
451	6	Tóc tơ căn vặn tấc lòng,	󰖥絲根紊𡬷𢚸
452	8	Trăm năm tạc một chữ đồng TÀNG xương.	𤾓𢆥𮢶𠬠𡦂同藏昌
453	6	Chén hà sánh giọng quỳnh tương,	󱋓霞聘喠瓊漿
454	8	Giải là hương lộn bình gương bóng lồng.	𦄂𬗢香論屏𦎛䏾篭
455	6	"Sinh rằng: ""Gió mát trăng trong,"	生浪󰊄沫𦝄𥪝
456	8	"""Bấy lâu nay một chút lòng chưa cam."	闭𥹰󰅒𠬠𡭧𢚸渚甘
457	6	"""Chày sương chưa nện cầu Lam,"	𨃉霜渚𪤍梂藍
458	8	"""Sợ lần khân quá ra sàm sỡ chăng?"""	𢜝吝巾過𦋦讒所庄
459	6	"Nàng rằng: ""Hồng diệp xích thằng,"	娘浪紅葉赤绳
460	8	"""Một lời cũng đã tiếng rằng tương tri."	𠬠𠳒拱㐌㗂浪相知
461	6	"""Đừng điều nguyệt nọ hoa kia,"	停調月怒花箕
462	8	"""Ngoài ra ai lại tiếc gì với ai."""	外𦋦埃吏惜之貝埃
463	6	"Rằng: ""Nghe nổi tiếng cầm đài,"	払浪𦖑浽琴臺
464	8	"""Nước non luống những lắng tai Chung Kỳ."""	渃𡽫隴仍𠻴𦖻鍾期
465	6	"Thưa rằng: ""Tiện kỹ sá chi!"	䜹浪󰟼技詫之
466	8	"""Đã lòng dạy đến dạy thì phải vâng."""	㐌𢚸𠰺旦𠰺時沛𠳐
467	6	Hiên sau treo sẵn cầm trăng,	軒娄撩産琴𦝄
468	8	Vội vàng sinh đã tay nâng ngang mày.	倍傍生㐌𢬣㨢昂眉
469	8	Nàng rằng: “Nghề mọn riêng TÂY ,	娘浪芸𡮮𥢆西
470	8	“Làm chi cho NẶNG lòng NGƯỜI lắm thăn?”	爫之朱𥘀𢚸㝵凜申
471	6	So dần dây võ dây văn,	𢫘寅𦀊武𦀊文
472	8	Bốn dây to nhỏ theo vần cung thương.	𦊚𦀊蘇𡮈蹺韻宫商
473	6	Khúc đâu SỞ HÁN chiến trường,	曲󰠲楚漢戰場
474	8	Nghe ra tiếng sắt tiếng vàng CHEN nhau.	𦖑𦋦㗂鉄㗂鐄扦僥
475	6	Khúc đâu Tư- mã hoàng cầu,	曲󰠲司馬凰求
476	8	Nghe ra như oán như sầu phải chăng?	𦖑𦋦如怨如愁沛庄
477	6	Kê Khang này khúc Quảng- lăng,	稽康尼曲廣陵
478	8	Một rằng lưu thuỷ hai rằng hành vân.	𠬠浪流水𠄩浪行雲
479	6	Quá quan này khúc Chiêu- quân,	過𬮦尼曲昭君
480	8	Nửa phần LUYẾN chúa nửa phần tư gia.	姅分戀主姅分思家
481	6	Trong NHƯ tiếng hạc bay qua,	𥪝娘㗂䳽𠖤戈
482	8	Đục như tiếng suối mới sa nửa vời.	濁如㗂󰋞買沙姅潙
483	6	Tiếng khoan như gió thoảng ngoài,	㗂寬如𫗄倘外
484	8	Tiếng mau SẦM SẬP như trời đổ mưa.	㗂㕰立立如𡗶覩湄
485	6	Ngọn đèn khi tỏ khi mờ,	𦰟畑欺𤏣欺𤎎
486	8	Khiến người ngồi ĐẤY cũng ngơ ngẩn sầu.	遣㝵𡎢帝拱魚菫愁
487	6	Khi tựa gối khi cúi đầu,	欺𢭸𨆝欺儈頭
488	8	Khi vò chín khúc khi chau đôi mày.	欺紆𠃩曲欺珠堆眉
489	6	"Rằng: ""Hay thì thật là hay,"	浪咍時实󰑼咍
490	8	"""Nghe ra ngậm đắng nuốt cay thế nào!"	𦖑𦋦吟䔲𠽆𠹽世芇
491	8	“ LỰA chi những bực tiêu tao?	搊之仍堛簫騷
492	8	“ THIỆT lòng mình cũng nao nao lòng người?”	实𢚸𠇮拱㝹㝹𢚸㝵
493	6	"Rằng: ""Quen mất nết đi rồi,"	浪悁秩湿𠫾耒
494	8	"""Tẻ vui thôi cũng tính trời biết sao."	粃盃催拱性𡗶别牢
495	6	"""Lời vàng vâng lĩnh ý cao,"	𠳒鐄𠳐領意高
496	8	"""Hoạ dần dần bớt chút nào được không."""	和寅寅扒𡭧芇特空
497	6	Hoa hương càng tỏ thức hồng,	花香強訴式紅
498	8	Đầu mày cuối mặt càng nồng tấm yêu.	頭󰜣𡳃󰘚強濃𬌓腰
499	6	Sóng tình XEM đã xiêu xiêu,	㳥情𫀅㐌漂漂
500	8	Xem trong âu yếm có chiều lả lơi.	𫀅𥪝欧厌固朝𣳮淶
501	6	"Thưa rằng: ""Đừng lấy làm chơi,"	䜹浪停𥙩爫制
502	8	"""DẼ cho thưa hết một lời đã nao!"	𠖰朱䜹歇𠬠𠳒㐌㝹
503	8	“ VĨ chi một đoá yêu đào,	尾之𠬠朶夭桃
504	8	"""Vườn hồng chi dám ngăn rào chim xanh."	園紅之敢垠巢𪀄撑
505	6	"""Đã cho vào bực bố kinh,"	㐌朱𠓨堛布荆
506	8	"""Đạo tòng phu lấy chữ trinh làm đầu."	道從夫𥙩𡦂貞爫頭
507	6	"""Ra tuồng trên Bộc trong dâu,"	𦋦從𨕭𥾾𥪝𣘛
508	8	"""Thì con người ấy ai cầu làm chi!"	時昆㝵意埃求爫之
509	6	"""Phải điều ăn xổi ở thì,"	沛調咹𠾕於時
510	8	"""Tiết trăm năm nỡ bỏ đi một ngày!"	節𤾓𢆥女補𠫾𠬠𣈜
511	8	“ GẪM duyên kỳ ngộ xưa nay,	𡄎綠奇遇初𫢩
512	8	"""Lứa đôi ai lại đẹp tày Thôi Trương."	侶堆埃吏𫅠󰟴催張
513	6	"""Mây mưa đánh đổ đá vàng,"	𫡮湄打覩𥒥鐄
514	8	"""Quá chiều nên đã chán chường yến anh."	過朝𢧚㐌󱋓呈燕鶧
515	6	“Trong khi BÀY cánh liền cành,	𥪝欺排𦑃蓮梗
516	8	“Mà lòng rẻ rúng đã DÀNH một bên.	麻𢚸𥜤󰕪㐌呈𠬠边
517	6	"""Mái tây để lạnh hương nguyền,"	𠃅西底冷香願
518	8	"""Cho duyên đằm thắm ra duyên bẽ bàng."	朱綠潭審𦋦緣彼傍
519	6	“Gieo thoi trước chẳng GIỮ giàng,	招梭畧𫽄𡦂床
520	8	"""Để sau nên thẹn cùng chàng bởi ai?"	底娄𢧚𢢆拱払𪽝埃
521	6	"""Vội chi liễu ép hoa nài,"	倍之柳押花奈
522	8	“Còn thân CÒN MỘT đền bồi có khi!”	群身群𠬠填培固欺
523	6	Thấy lời đoan chính dễ nghe,	体𠳒端正易𦖑
524	8	Chàng càng thêm nể thêm vì mười phân.	払強添𠰚添爲𨑮分
525	6	Bóng tàu vừa lạt vẻ sân.	䏾艚皮𤁕𨤔𡑝
526	8	Tin đâu ĐÃ ĐẾN cửa ngăn gọi vào.	信󰠲㐌旦𫔳垠哙𠓨
527	8	Nàng thì vội trở buồng THÊU ,	娘時倍𧿨󰟀桃
528	8	Sinh thì dạo BƯỚC sân đào vội ra.	生時𨄹𨀈𡑝桃倍𦋦
529	6	Cửa sài vừa ngỏ then hoa,	󰘂柴皮𡉦杄花
530	8	Gia đồng vào gửi thư nhà mới sang.	家童𠓨𠳚書茹買郎
531	6	Đem tin thúc phụ từ đường,	󰠐信叔父辞堂
532	8	Bơ vơ lữ thấn tha hương đề huề.	巴爲旅󰊽他鄕提携
533	6	Liêu- dương cách trở sơn khê,	遼陽隔阻山溪
534	8	Xuân đường kíp gọi sinh về hộ tang.	椿堂急哙生𧗱𧦈䘮
535	6	MẮNG tin xiết nỗi kinh hoàng,	𠻵信掣浽󰟹惶
536	8	Băng mình LÉN trước đài trang tự tình.	氷𠇮輦畧臺粧叙情
537	6	Gót đầu mọi nỗi đinh ninh,	𨃴頭每浽叮咛
538	8	Nỗi nhà tang tóc nỗi mình xa xôi:	浽茹䘮󰖥浽𠇮車吹
539	6	"""Sự đâu chưa kịp đôi hồi,"	事󰠲渚及堆囘
540	8	"""Duyên đâu chưa kịp một lời trao tơ."	綠󰠲渚及𠬠𠳒𢭂絲
541	6	“Trăng THỀM còn đó trơ trơ,	𦝄㙴群妬㧅㧅
542	8	"""Dám xa xôi mặt mà thưa thớt lòng."	敢賒吹󰘚麻䜹撻𢚸
543	6	"""Ngoài nghìn dặm chốc ba đông,"	外𠦳埮祝𠀧冬
544	8	“Mối sầu khi gỡ CHƯA xong còn chầy.	䋦愁欺󰣞渚衝群迡
545	6	"""Gìn vàng giữ ngọc cho hay,"	纏鐄𡦂玉朱台
546	8	"""Cho đành lòng kẻ chân mây cuối trời!"""	朱停𢚸几蹎𫡮󱖺𡗶
547	6	Tai nghe ruột rối bời bời,	𦖻𦖑𫆧󰑚排排
548	8	NHỊN ngừng nàng mới giải lời trước sau:	忍𪟽娘買𤋵𠳒畧娄
549	6	"""Ông tơ ghét bỏ chi nhau,"	翁絲結補之僥
550	8	"""Chưa vui sum họp đã sầu chia phôi."	渚盃森合㐌愁支配
551	6	“Cùng nhau trót đã nặng lời,	拱饒卒㐌𥘀𠳒
552	8	"""Dẫu thay mái tóc dám dời lòng tơ."	酉台𠃅󰖥敢移𢚸絲
553	6	"""Quản bao tháng đợi năm chờ,"	管包𣎃待𢆥徐
554	8	"""Nghĩ người ăn gió nằm mưa xót thầm."	󰆹㝵咹𫗄𦣰湄㤕󰠐
555	6	“Đã nguyền ĐÔI chữ đồng tâm	㐌願堆𡦂同心
556	8	"""Trăm năm thề chẳng ôm cầm thuyền ai."	𤾓𢆥誓󰝸揞琴船埃
557	6	"""Còn non còn nước còn dài,"	群𡽫群渃群𨱽
558	8	"""Còn về còn nhớ đến người hôm nay!"""	群𧗱群女旦㝵暗𫢩
559	6	Dùng dằng chưa nỡ DỜI tay,	𣳔孕渚女移𢬣
560	8	Vừng đông TRÔNG đã đứng ngay nóc nhà.	暈東𬂙㐌鄧𣦍耨茹
561	6	Ngại NGẦN một bước một xa,	𪿒銀𠬠𨀈𠬠賒
562	8	Một lời trân trọng châu sa mấy hàng.	𠬠𠳒珍重珠沙󰋇行
563	6	Buộc yên quảy gánh vội vàng.	𥾾鞍𢮿挭倍傍
564	8	Mối sầu sẻ nửa bước đường chia hai.	䋦愁仕姅𨀈塘𢺺𠄩
565	6	Buồn NOI phong cảnh quê người,	忿内󰘩景闺㝵
566	8	TIẾNG CÂY quyên nhặt BÓNG trời nhạn thưa.	㗂核鵑日䏾𡗶鴈䜹
567	6	Não người nghe gió, RẰNG mưa,	󰞽㝵𦖑󰊄浪湄
568	8	Một ngày nặng gánh tương tư một ngày.	𠬠𣈜𥘀挭相思𠬠𣈜
569	6	Nàng THÌ đứng RŨ hiên tây,	娘時𨅸癒軒西
570	8	Chín hồi vấn vít như vầy mối tơ.	𠃩囬問曰如圍䋦絲
571	6	Trông chừng khói ngất song thưa,	𬂙澄𤌋𡴯窻䜹
572	8	Hoa trôi TRÁC thắm liễu xơ xác vàng.	花㵢卓審柳賖壳鐄
573	6	Tần ngần dạo gót lầu trang,	秦艮𭧙𨃴楼粧
574	8	Một đoàn mừng thọ ngoại hương mới về.	𠬠团𢜠壽外鄕買𧗱
575	6	Hàn huyên chưa kịp dã dề,	寒喧渚及瀉提
576	8	Sai nha bỗng thấy bốn bề xôn xao.	差衙俸𧡊𦊚皮𠮿嗃
577	6	Người nách thước kẻ tay đao,	𠊛𦟱𡱩几𢬣刀
578	8	Đầu trâu mặt ngựa ào ào như sôi.	頭𬌥󰘚馭呦呦如㵢
579	6	VƠ CHẰNG một lão một trai,	撝𢬂𠬠老𠬠󰛐
580	8	Một dây vô lại buộc hai thâm tình.	𠬠𦀊󰟁賴𥾾𠄩深情
581	6	Đầy nhà vang tiếng ruồi xanh,	苔茹󰠓㗂𧋆撑
582	8	Rụng rời khung dệt tan tành gói may.	𣳔涞空𦂾散情絵埋
583	6	Đồ tế nhuyễn của riêng tây,	圖細軟𧵑𥢆西
584	8	Sạch sành sanh QUÉT cho đầy túi tham.	泟𥑥生撅朱苔襊貪
585	6	Điều đâu bay buộc ai làm?	調󰠲𠖤卜埃爫
586	8	Này ai đan RẬP giật giàm bỗng dưng?	尼埃单泣秩緘俸仍
587	6	Hỏi ra sau mới biết rằng:	𠳨𦋦娄買别浪
588	8	Phải tên xưng xuất LÀ thằng bán tơ.	沛𠸜称出󰑼尙半絲
589	6	Một nhà hoảng hốt ngẩn ngơ,	𠬠茹恍惚󰡢魚
590	8	Tiếng oan dậy đất án ngờ RỰNG mây.	㗂寃𠰺坦案𪟽󰌋𫡮
591	6	Hạ từ van VÁI suốt ngày,	下辞𠹚㗑卒𣈗
592	8	Điếc tai lân tuất phũ tay tồi tàn.	的𦖻𡑝恤負𢬣摧殘
593	6	RƯỜNG cao rút ngược dây oan,	樑高𢫫虐𦀊寃
594	8	Dẫu NGƯỜI đá cũng nát gan lọ người!	酉㝵𥒥拱湿肝路㝵
595	6	Mặt trông đau đớn rụng rời,	󰘚𬂙𤴬疸𣳔涞
596	8	Oan này còn một kêu trời nhưng xa.	冤尼群𠬠呌𡗶仍賒
597	6	Một ngày lạ thói sai nha,	𠬠𣈜𨔍退差衙
598	8	Làm cho khốc hại chẳng qua vì tiền.	爫朱酷害󰝸戈爲钱
599	6	Sao cho cốt nhục vẹn tuyền.	牢朱骨肉院全
600	8	Trong khi ngộ biến tòng quyền biết sao?	𥪝欺遇变從權别牢
601	6	Duyên hội ngộ đức cù lao.	綠会遇󰆙劬劳
602	8	Chữ Tình Chữ Hiếu bên nào nặng hơn?	𡦂情𡦂孝边芇𥘀欣
603	6	Để lời thệ hải minh sơn,	底𠳒誓海盟山
604	8	Làm con trước phải đền ơn sinh thành.	爫昆畧沛填恩生成
605	6	Quyết tình nàng mới hạ tình:	決情娘買下情
606	8	“ DẼ cho để thiếp bán mình chuộc cha!”	𠖰朱底妾半命贖吒
607	6	Họ Chung có kẻ lại già,	户終固几吏𫅷
608	8	Cũng trong nha dịch lại là từ tâm.	拱𥪝衙役吏󰑼慈心
609	6	Thấy nàng hiếu trọng tình thâm,	体娘孝重情深
610	8	Vì nàng nghĩ cũng thương thầm xót vay.	爲娘𢪀拱傷󰠐㤕爲
611	6	Tính bài lót đó luồn đây,	併排律妬論低
612	8	Có ba trăm lạng việc này mới xuôi.	固𠀧𤾓两役尼買吹
613	6	Hãy CẦU tạm phó giam ngoài,	唉求暫付㩜外
614	8	Dặn nàng qui liệu trong đôi ba ngày.	𠸕娘規料𥪝堆𠀧𣈜
615	6	Thương NÀNG con trẻ thơ ngây,	傷娘昆𥘷䜹𬏝
616	8	GẶP cơn vạ gió tai bay bất kỳ.	扱干禍𫗄灾悲不期
